Českárepublika,-2.4,2.1,3.5,10.9,14.7,17.3,15.4,18.4,12.6,10.8,5.4,0.6,9.1
PrahaaStředočeský,-1.2,3.1,4.3,11.5,15.6,18.0,16.0,19.2,13.5,11.0,5.3,1.1,9.8
Jihočeský,-3.0,1.9,3.3,9.9,14.1,16.9,15.0,17.8,12.2,9.8,4.1,0.0,8.5
Plzeňský,-1.9,2.2,3.7,9.8,14.1,17.1,14.9,17.7,12.5,9.5,4.0,0.3,8.6
Karlovarský,-2.2,1.4,2.8,9.1,13.5,16.1,13.9,16.9,12.0,8.9,3.5,0.0,8.0
Ústecký,-1.0,2.8,4.0,10.8,15.0,17.4,15.6,18.6,13.3,10.4,4.7,0.8,9.4
Liberecký,-2.1,1.5,2.8,10.2,14.3,16.5,14.6,17.5,12.4,10.6,5.2,0.6,8.7
Královéhradecký,-2.7,1.8,3.3,11.3,15.0,17.2,15.1,18.4,12.6,11.1,5.6,0.6,9.1
Pardubický,-2.8,2.0,3.4,11.5,14.9,17.2,15.3,18.6,12.6,11.3,5.9,0.6,9.2
Vysočina,-3.3,1.5,2.7,10.8,14.4,16.8,14.9,18.3,12.2,10.4,5.0,-0.1,8.7
Jihomoravský,-2.5,2.7,4.4,12.8,16.0,18.8,16.9,20.0,13.5,12.0,6.8,1.0,10.2
Olomoucký,-3.4,1.6,3.1,11.2,14.5,17.0,15.3,18.2,11.9,11.6,6.6,0.7,9.0
Zlínský,-3.2,1.7,3.2,11.5,14.9,17.3,16.1,18.5,12.2,12.3,7.7,1.2,9.5
Moravskoslezský,-2.9,1.7,2.9,10.6,14.2,16.8,15.4,18.0,11.7,12.0,6.9,1.1,9.0
