Českárepublika,-0.3,2.2,5.6,8.1,12.8,14.4,17.3,16.7,13.7,9.0,0.8,0.1,8.4
PrahaaStředočeský,0.6,3.0,6.5,8.6,13.7,15.5,18.1,17.5,14.4,9.7,1.2,0.8,9.1
Jihočeský,-0.6,1.9,5.4,7.2,11.9,13.7,16.7,16.1,12.9,8.4,0.1,-0.4,7.8
Plzeňský,-0.1,1.8,5.6,6.9,12.4,14.0,17.0,16.1,13.2,8.5,0.2,0.1,8.0
Karlovarský,-0.5,0.8,4.8,6.0,12.0,13.4,16.2,15.1,12.8,8.1,-0.2,-0.2,7.4
Ústecký,0.7,2.4,6.1,7.9,13.7,15.1,17.7,16.9,14.3,9.3,1.2,0.8,8.9
Liberecký,-0.1,1.7,4.8,7.5,12.7,14.4,16.7,16.1,13.6,8.9,0.9,0.2,8.2
Královéhradecký,-0.5,2.0,5.1,8.2,12.9,14.6,17.3,16.7,14.0,9.0,0.8,-0.2,8.3
Pardubický,-0.6,2.2,5.2,8.4,12.8,14.5,17.3,16.8,13.9,9.1,0.9,-0.1,8.4
Vysočina,-0.9,1.6,5.1,7.8,12.1,14.0,16.8,16.2,13.2,8.6,0.3,-0.5,7.9
Jihomoravský,-0.4,3.2,6.4,9.8,13.8,15.4,18.8,18.2,14.6,9.6,1.8,0.0,9.3
Olomoucký,-0.9,2.2,5.2,8.6,12.7,14.2,17.2,16.8,13.7,9.1,1.1,-0.1,8.3
Zlínský,-1.2,2.3,5.2,9.6,12.9,14.3,17.4,17.0,13.5,9.2,1.4,0.0,8.5
Moravskoslezský,-0.5,2.3,5.0,8.4,12.3,13.7,16.8,16.6,13.2,9.3,1.1,0.4,8.2
