PrahaaStředočeský,-1.2,1.0,4.1,7.5,14.9,14.8,18.5,18.8,11.8,11.9,2.3,-2.2,8.5
Jihočeský,-2.4,0.2,3.7,6.1,13.8,13.5,17.2,17.3,10.4,10.9,1.2,-3.6,7.4
Plzeňský,-2.0,0.6,3.5,6.1,14.0,13.7,17.4,17.6,10.4,10.9,1.6,-2.9,7.6
Karlovarský,-2.4,-0.3,2.1,5.2,13.2,12.9,16.7,17.0,9.7,10.6,1.3,-3.3,6.9
Ústecký,-1.4,0.4,3.0,7.0,14.4,14.3,18.2,18.4,11.3,11.5,2.4,-2.3,8.1
Liberecký,-1.1,-0.3,2.3,6.1,13.7,13.4,17.4,17.5,10.7,11.1,1.3,-3.4,7.4
Královéhradecký,-1.3,-0.3,2.8,6.7,14.4,14.0,17.9,18.1,11.2,11.3,1.1,-3.8,7.7
Pardubický,-1.6,0.0,3.2,7.0,14.4,14.1,17.9,18.2,11.2,11.4,1.3,-4.1,7.7
Vysočina,-2.4,-0.3,3.1,6.4,14.0,13.6,17.4,17.8,10.6,10.9,0.9,-4.5,7.3
Jihomoravský,-0.8,1.0,4.7,8.1,15.8,15.6,19.6,19.8,12.3,11.7,2.1,-3.9,8.8
Olomoucký,-1.6,-0.1,3.0,6.9,14.1,14.1,18.0,18.3,11.3,11.1,1.1,-4.6,7.6
Zlínský,-0.8,0.3,4.1,7.3,14.7,14.7,18.6,18.9,11.7,11.4,1.4,-5.0,8.1
Moravskoslezský,-1.4,-0.3,2.9,6.6,13.7,13.8,17.8,18.1,11.1,11.2,1.2,-4.8,7.5
