Českárepublika,-2.5,0.4,4.1,6.5,12.6,15.0,18.5,16.2,13.8,10.3,2.6,-1.5,8.0
PrahaaStředočeský,-1.7,1.5,4.9,7.2,13.2,15.6,19.2,17.0,14.3,11.0,2.9,-0.6,8.7
Jihočeský,-2.3,0.2,3.7,5.9,11.8,14.5,18.1,15.6,13.1,9.8,1.9,-1.6,7.6
Plzeňský,-2.0,0.4,3.7,5.8,12.0,14.3,18.1,15.7,12.9,9.9,2.2,-1.6,7.6
Karlovarský,-2.6,-0.2,2.9,4.7,11.0,13.1,17.1,14.7,11.9,9.5,1.9,-2.1,6.8
Ústecký,-1.8,1.2,4.5,6.4,12.6,14.8,18.5,16.3,13.5,10.3,2.7,-0.6,8.2
Liberecký,-3.1,0.0,3.6,5.4,11.9,14.3,17.9,15.5,13.2,10.0,2.6,-1.6,7.5
Královéhradecký,-3.1,0.0,3.9,6.4,12.6,14.9,18.4,16.2,13.7,10.3,2.6,-1.9,7.8
Pardubický,-3.1,0.1,4.0,6.6,12.7,15.1,18.5,16.5,14.1,10.5,2.8,-1.9,8.0
Vysočina,-3.3,-0.3,3.6,6.2,12.2,14.6,18.1,15.9,13.4,9.9,2.1,-2.1,7.5
Jihomoravský,-2.3,0.6,5.2,8.3,14.0,16.3,20.0,17.7,15.2,10.7,3.3,-1.1,9.0
Olomoucký,-3.4,-0.2,4.0,6.8,12.8,15.2,18.5,16.4,14.5,10.2,2.9,-2.1,8.0
Zlínský,-3.0,-0.2,4.3,7.2,13.3,15.2,18.8,16.5,14.9,10.6,3.4,-1.9,8.3
Moravskoslezský,-3.3,-0.2,3.9,6.3,12.6,15.0,18.2,16.1,14.6,10.6,3.2,-2.2,7.9
