Českárepublika,-2.4,-4.4,3.5,7.1,15.0,19.4,18.4,20.1,13.2,4.9,4.6,-0.6,8.2
PrahaaStředočeský,-1.5,-3.7,4.5,8.0,15.7,20.2,19.2,21.0,14.0,5.6,4.8,0.0,9.0
Jihočeský,-2.6,-4.9,3.4,6.7,14.6,19.2,18.1,20.1,12.6,4.4,3.7,-1.4,7.8
Plzeňský,-2.1,-4.8,3.8,6.7,14.3,19.4,18.0,20.2,12.6,4.4,3.8,-0.8,8.0
Karlovarský,-2.9,-4.9,3.0,5.8,13.2,18.4,16.8,19.3,12.0,3.5,3.3,-1.4,7.2
Ústecký,-2.1,-3.7,4.2,7.6,14.8,19.5,18.3,20.2,13.5,4.8,4.4,-0.5,8.4
Liberecký,-2.8,-4.7,2.7,6.4,14.3,18.3,17.5,18.8,12.6,4.3,4.9,-0.5,7.6
Královéhradecký,-2.6,-4.7,2.9,6.9,15.0,18.9,18.1,19.3,12.9,4.7,5.0,-0.6,8.0
Pardubický,-2.5,-4.6,3.2,7.0,15.3,19.3,18.2,19.9,13.2,5.0,5.1,-0.7,8.2
Vysočina,-2.8,-4.8,3.4,6.7,14.9,19.1,17.9,20.2,12.9,4.6,4.4,-1.2,7.9
Jihomoravský,-2.1,-3.2,4.3,8.6,16.6,20.7,19.8,21.8,14.3,6.3,5.5,-0.2,9.4
Olomoucký,-3.1,-4.6,2.6,6.9,15.1,19.0,18.3,19.5,13.1,5.0,5.1,-0.9,8.0
Zlínský,-2.9,-4.2,2.7,7.2,15.4,19.4,18.7,19.8,13.2,5.6,5.5,0.0,8.4
Moravskoslezský,-3.2,-4.8,2.2,6.6,14.9,18.6,18.1,19.0,13.1,4.9,5.2,-0.2,7.9
