Českárepublika,-5.1,0.5,1.7,4.6,9.7,14.4,14.7,15.9,12.2,7.0,1.3,-1.3,6.3
PrahaaStředočeský,-4.8,1.4,2.6,5.4,10.4,15.2,15.2,16.7,12.9,7.6,2.2,-0.4,7.0
Jihočeský,-5.1,0.5,1.7,3.8,9.0,14.0,14.1,15.6,12.0,6.5,1.1,-1.4,6.0
Plzeňský,-4.8,0.7,1.9,4.1,9.1,14.0,13.9,15.7,12.2,6.4,1.1,-1.4,6.1
Karlovarský,-5.3,0.2,1.1,3.4,8.4,13.1,13.1,14.6,11.6,5.7,0.4,-2.0,5.4
Ústecký,-5.3,0.8,2.0,5.0,10.1,14.8,14.8,16.0,12.5,7.1,1.7,-0.5,6.6
Liberecký,-5.6,0.0,1.0,4.0,9.0,13.7,14.0,15.1,11.8,6.7,0.9,-1.4,5.8
Královéhradecký,-5.3,0.3,1.3,4.8,9.6,14.2,14.5,15.7,12.1,6.9,1.1,-1.6,6.1
Pardubický,-5.4,0.3,1.5,4.8,9.8,14.4,14.8,16.0,12.3,7.2,1.4,-1.2,6.3
Vysočina,-5.6,0.0,1.1,4.1,9.4,14.0,14.3,15.6,11.9,6.5,0.9,-1.6,5.9
Jihomoravský,-4.6,0.8,2.5,6.0,11.2,15.9,16.5,17.4,13.1,7.9,1.7,-0.9,7.3
Olomoucký,-5.3,-0.3,0.9,4.6,9.5,14.3,15.1,15.7,11.9,7.1,0.9,-1.7,6.1
Zlínský,-4.8,-0.1,1.5,4.8,9.8,14.7,15.7,15.6,11.5,7.7,1.3,-2.0,6.3
Moravskoslezský,-5.3,-0.3,0.5,4.2,9.0,14.1,15.0,15.3,11.5,7.3,0.9,-1.7,5.9
