Českárepublika,-5.0,-1.8,2.7,8.1,11.5,16.6,20.0,17.0,11.3,6.1,5.0,-4.9,7.2
PrahaaStředočeský,-4.4,-1.2,3.6,8.9,12.1,17.4,20.9,17.7,11.9,6.8,5.2,-4.7,7.9
Jihočeský,-4.9,-2.1,2.1,7.5,11.2,16.0,19.3,16.4,10.6,5.7,4.3,-4.8,6.8
Plzeňský,-4.6,-2.0,2.3,7.7,10.8,16.1,19.6,16.1,10.6,5.8,4.0,-5.0,6.8
Karlovarský,-5.6,-3.0,1.5,6.9,9.5,15.3,18.9,15.0,9.9,5.2,3.1,-5.8,5.9
Ústecký,-4.7,-1.9,3.1,8.3,11.2,16.7,20.3,16.9,11.3,6.4,4.5,-5.3,7.2
Liberecký,-5.5,-1.9,2.2,7.3,10.8,16.0,19.4,16.3,10.7,6.0,4.3,-5.7,6.7
Královéhradecký,-5.2,-1.8,2.5,8.1,11.5,16.9,20.2,17.0,11.2,6.3,5.0,-5.2,7.2
Pardubický,-5.1,-1.8,2.7,8.1,11.6,16.9,20.2,17.3,11.5,6.3,5.3,-5.0,7.3
Vysočina,-5.2,-2.4,2.0,7.7,11.3,16.2,19.5,16.7,11.0,5.7,4.6,-5.1,6.8
Jihomoravský,-4.3,-1.0,4.0,9.3,13.1,17.9,21.1,18.4,12.7,6.6,6.2,-4.0,8.3
Olomoucký,-5.6,-1.8,2.6,8.0,11.5,16.7,19.7,17.3,11.5,6.0,5.7,-4.9,7.2
Zlínský,-5.1,-1.3,3.0,8.2,12.0,16.9,19.9,17.6,11.9,6.3,6.4,-4.0,7.7
Moravskoslezský,-6.2,-1.8,2.4,7.7,11.2,16.3,19.3,17.2,11.3,5.7,5.8,-4.8,7.0
