PrahaaStředočeský,-3.3,1.3,5.4,7.5,12.3,16.0,18.5,16.5,10.9,5.8,4.0,-0.9,7.8
Jihočeský,-4.3,0.2,4.0,6.3,11.0,14.8,16.9,15.4,9.4,4.3,2.7,-2.2,6.5
Plzeňský,-4.3,-0.3,4.0,6.2,10.7,14.6,17.1,15.4,9.4,4.3,2.7,-2.1,6.5
Karlovarský,-4.9,-1.0,3.5,5.3,9.8,13.8,16.6,14.3,9.0,4.2,2.0,-2.2,5.9
Ústecký,-3.8,0.6,4.8,6.9,11.7,15.4,18.5,15.8,10.6,5.7,3.6,-1.2,7.4
Liberecký,-3.9,1.4,4.2,6.0,11.1,14.6,17.7,14.9,9.5,5.2,2.9,-0.7,6.9
Královéhradecký,-3.6,1.6,4.6,6.4,11.7,15.4,18.2,15.7,10.2,5.5,3.1,-0.6,7.3
Pardubický,-3.8,1.6,4.9,6.7,12.0,15.8,18.2,15.7,10.4,5.6,3.3,-0.9,7.4
Vysočina,-4.5,0.6,4.3,6.2,11.4,15.2,17.4,15.3,9.8,5.1,2.6,-2.0,6.8
Jihomoravský,-3.1,2.2,5.8,8.2,13.2,17.3,19.1,17.0,11.5,6.7,3.7,-0.5,8.3
Olomoucký,-4.1,1.6,4.7,6.8,11.8,15.8,18.0,15.7,10.4,5.7,3.2,-1.0,7.4
Zlínský,-3.1,2.7,5.3,7.4,12.3,16.5,17.8,15.8,10.4,5.8,3.5,-0.2,7.9
Moravskoslezský,-4.5,1.3,4.4,6.7,11.7,15.7,17.6,15.3,10.2,5.2,3.4,-0.7,7.2
