Českárepublika,-2.0,3.1,2.0,8.0,12.1,14.5,20.0,17.2,11.9,9.9,0.3,-2.7,7.9
PrahaaStředočeský,-1.2,4.2,2.8,8.9,12.8,15.0,20.7,18.0,12.7,10.5,1.0,-2.1,8.6
Jihočeský,-2.4,3.1,1.6,7.8,11.7,13.8,19.4,16.3,11.3,9.6,-0.1,-2.8,7.4
Plzeňský,-2.2,3.0,1.6,7.8,11.8,13.5,19.3,16.5,11.3,9.6,0.1,-2.9,7.5
Karlovarský,-2.9,2.0,0.8,6.9,11.0,12.6,18.8,16.2,10.7,9.3,-0.4,-3.8,6.8
Ústecký,-1.6,3.5,2.5,8.3,12.3,14.3,20.3,18.0,12.3,10.2,0.7,-2.8,8.2
Liberecký,-2.3,2.5,1.5,7.3,11.5,13.9,19.5,17.0,11.6,10.0,0.0,-3.2,7.4
Královéhradecký,-2.0,2.8,1.9,7.8,12.3,14.8,20.2,17.6,12.1,10.2,0.3,-2.8,7.9
Pardubický,-2.1,3.0,2.0,8.0,12.4,14.9,20.2,17.4,12.2,10.1,0.2,-2.7,8.0
Vysočina,-2.7,2.5,1.4,7.6,11.8,14.2,19.7,16.8,11.5,9.6,-0.5,-3.2,7.4
Jihomoravský,-1.4,3.6,3.0,9.3,13.5,16.1,21.5,18.5,12.9,10.4,1.0,-1.8,8.9
Olomoucký,-2.2,2.6,1.8,7.9,12.0,15.1,20.0,17.0,11.8,9.9,0.2,-3.1,7.8
Zlínský,-2.1,3.1,2.2,7.9,12.1,15.4,20.1,16.9,12.0,9.8,0.8,-1.9,8.0
Moravskoslezský,-2.3,2.6,1.7,7.3,11.5,15.0,19.6,16.5,11.7,9.8,0.4,-3.6,7.5
