PrahaaStředočeský,-0.3,-1.1,-0.3,9.3,10.5,14.8,15.7,17.3,12.8,7.9,2.8,-5.1,7.0
Jihočeský,-1.8,-2.2,-1.5,7.8,9.2,13.1,14.7,16.5,11.5,6.7,1.4,-6.4,5.8
Plzeňský,-0.7,-1.8,-1.2,7.8,9.1,13.4,14.8,16.4,11.6,7.0,1.4,-6.0,6.0
Karlovarský,-1.2,-2.5,-2.2,6.6,8.0,12.3,13.6,14.8,10.7,6.7,0.8,-6.3,5.1
Ústecký,-0.4,-1.4,-0.9,8.6,9.8,14.0,15.1,16.1,11.8,7.3,2.5,-5.3,6.4
Liberecký,-1.5,-2.6,-1.7,7.7,8.8,13.2,13.8,14.8,10.8,7.0,2.4,-5.8,5.6
Královéhradecký,-1.4,-2.3,-1.2,8.6,9.5,13.8,14.6,15.9,11.6,7.6,2.7,-5.6,6.2
Pardubický,-1.4,-2.3,-1.2,8.9,9.9,13.9,15.2,16.8,12.1,7.9,2.7,-5.5,6.4
Vysočina,-2.1,-2.9,-1.8,8.2,9.6,13.4,14.9,16.6,11.6,7.4,1.7,-6.0,5.9
Jihomoravský,-1.0,-1.5,-0.2,10.1,11.2,15.0,16.6,18.4,12.7,8.4,3.6,-4.5,7.3
Olomoucký,-1.6,-2.8,-1.4,9.0,9.9,13.8,15.2,16.9,11.4,7.6,3.0,-5.3,6.3
Zlínský,-1.0,-2.4,-0.9,9.3,10.0,13.6,15.4,17.0,11.7,7.8,3.7,-5.0,6.6
Moravskoslezský,-1.2,-3.1,-1.6,8.8,9.7,13.3,14.9,16.8,11.3,7.5,3.0,-5.4,6.2
