Českárepublika,0.5,2.1,6.2,9.8,12.1,16.0,19.2,15.7,14.0,10.0,6.0,1.6,9.4
PrahaaStředočeský,1.1,2.7,6.9,10.7,12.6,16.7,20.1,16.6,14.8,10.6,6.5,2.5,10.1
Jihočeský,0.4,1.4,5.4,9.0,11.3,15.7,18.3,15.0,13.3,9.8,5.3,1.5,8.9
Plzeňský,0.6,1.6,5.5,9.6,11.5,15.9,18.5,15.0,13.6,10.1,5.3,1.6,9.1
Karlovarský,-0.2,0.8,4.9,9.2,10.6,14.7,17.7,14.0,12.9,9.5,4.6,0.8,8.3
Ústecký,0.1,1.8,6.4,10.3,12.0,16.0,19.4,15.8,14.3,10.3,5.9,2.0,9.5
Liberecký,0.2,2.0,5.5,9.1,11.4,14.9,18.7,15.2,13.6,10.0,6.0,1.3,9.0
Královéhradecký,0.4,2.2,6.1,9.6,12.0,15.7,19.6,15.8,14.2,9.9,6.4,1.4,9.4
Pardubický,0.5,2.2,6.2,9.7,12.2,15.9,19.5,16.0,14.2,9.8,6.4,1.5,9.5
Vysočina,0.0,1.4,6.0,9.3,11.6,15.8,19.0,15.4,13.6,9.6,5.6,1.1,9.0
Jihomoravský,0.9,2.7,7.5,10.8,13.6,17.8,20.7,17.1,14.9,10.6,7.0,2.0,10.5
Olomoucký,0.2,2.4,6.3,9.6,12.3,15.8,19.4,15.9,14.1,9.6,6.3,1.1,9.4
Zlínský,1.0,3.3,6.6,9.7,12.7,16.3,19.4,16.3,14.4,10.1,7.0,1.4,9.8
Moravskoslezský,0.0,2.9,5.9,9.3,12.1,15.3,19.0,15.8,14.0,9.7,6.2,0.9,9.2
