Českárepublika,-1.8,0.8,5.4,5.4,11.9,16.0,16.1,15.6,10.7,8.8,3.8,-1.2,7.6
PrahaaStředočeský,-1.4,1.5,6.1,6.1,12.5,16.4,16.8,16.2,11.5,9.0,4.6,-0.4,8.3
Jihočeský,-2.2,0.7,5.1,4.9,11.5,15.4,15.8,15.0,10.4,8.3,3.3,-1.4,7.2
Plzeňský,-2.1,1.0,4.9,4.8,11.2,15.3,15.9,15.2,10.4,8.1,3.2,-0.9,7.2
Karlovarský,-2.3,0.3,4.2,3.8,10.4,14.5,15.1,14.5,9.7,7.9,2.6,-1.2,6.6
Ústecký,-1.7,0.7,5.2,5.4,12.0,15.9,16.2,15.9,11.0,8.6,4.0,-0.4,7.8
Liberecký,-1.7,0.3,4.6,4.4,11.3,15.2,15.1,15.1,10.1,8.7,3.4,-0.9,7.1
Královéhradecký,-1.7,0.6,5.3,5.3,12.0,15.9,15.6,15.6,10.6,8.8,3.6,-1.2,7.5
Pardubický,-1.8,0.6,5.6,5.6,12.1,16.1,15.9,15.6,10.7,8.9,3.9,-1.6,7.6
Vysočina,-2.5,0.0,5.1,5.0,11.6,15.6,15.7,15.2,10.3,8.8,3.3,-2.2,7.1
Jihomoravský,-1.4,1.3,6.8,7.0,13.3,17.6,17.9,16.7,11.8,9.7,4.5,-1.3,8.7
Olomoucký,-1.7,0.5,5.4,5.7,11.8,16.2,15.9,15.4,10.4,8.9,3.7,-1.9,7.5
Zlínský,-0.7,1.2,6.1,6.2,12.3,16.4,16.3,15.7,10.6,9.3,4.2,-1.7,8.0
Moravskoslezský,-1.4,0.6,5.2,5.3,11.4,15.9,15.7,15.2,10.2,9.3,3.9,-2.0,7.5
