Českárepublika,0.3,3.7,3.9,9.2,10.9,16.4,17.7,18.8,14.0,9.0,3.9,1.7,9.1
PrahaaStředočeský,1.4,4.8,4.6,10.1,11.7,17.0,18.7,19.6,14.8,9.6,4.4,2.5,9.9
Jihočeský,0.2,3.6,3.4,9.0,10.5,15.7,17.1,17.9,13.2,8.1,3.1,0.8,8.6
Plzeňský,0.9,3.7,3.6,9.3,10.9,16.0,17.7,18.2,13.5,8.2,3.3,1.1,8.8
Karlovarský,0.4,2.6,2.7,8.4,9.9,15.1,16.5,17.6,12.6,7.7,3.0,0.6,8.1
Ústecký,0.9,3.7,3.7,9.6,11.2,16.7,17.9,19.2,14.2,9.0,4.0,1.7,9.3
Liberecký,0.4,3.0,2.9,8.2,10.1,16.0,16.9,18.2,13.1,9.0,3.9,1.9,8.6
Královéhradecký,0.0,3.3,3.7,9.0,10.8,16.6,17.5,18.8,13.9,9.3,4.1,2.1,9.1
Pardubický,0.0,3.7,4.0,9.0,10.8,16.4,17.6,18.9,14.1,9.4,4.2,2.0,9.2
Vysočina,-0.5,3.1,3.7,9.1,10.6,15.9,17.3,18.5,13.7,8.5,3.4,1.1,8.7
Jihomoravský,-0.2,4.6,5.2,10.3,12.4,17.6,19.0,20.3,15.2,9.9,4.5,2.3,10.1
Olomoucký,-0.5,3.5,4.0,8.9,10.7,16.5,17.4,18.9,14.0,9.2,3.9,1.8,9.0
Zlínský,-0.4,3.9,4.2,8.8,10.8,16.8,18.0,19.2,14.3,9.4,4.1,2.4,9.3
Moravskoslezský,0.2,3.5,3.7,8.6,10.1,16.2,17.3,18.5,13.9,9.2,4.1,1.8,8.9
