Českárepublika,1.2,0.6,1.0,7.5,13.9,15.0,17.5,16.8,12.8,8.5,-0.4,0.8,7.9
PrahaaStředočeský,1.9,1.5,2.0,8.5,14.8,15.7,18.0,17.5,13.5,9.2,0.6,1.9,8.8
Jihočeský,0.7,0.1,0.8,7.0,13.2,14.3,16.9,16.1,12.2,8.4,-0.3,0.5,7.5
Plzeňský,0.9,0.2,0.9,7.1,13.3,14.3,16.8,16.2,12.2,8.4,0.1,1.0,7.6
Karlovarský,0.2,-0.8,-0.2,6.4,12.6,13.4,15.7,15.4,11.4,7.6,-0.3,0.3,6.8
Ústecký,1.4,0.9,1.6,8.0,14.3,15.3,17.6,16.9,13.0,8.6,0.6,1.8,8.3
Liberecký,1.3,0.2,0.4,6.8,13.6,14.7,16.8,15.9,12.1,8.3,-0.4,0.6,7.5
Královéhradecký,1.2,0.6,0.7,7.5,14.0,15.2,17.3,16.6,12.5,8.6,-0.9,0.4,7.8
Pardubický,1.1,0.6,0.8,7.6,14.1,15.3,17.6,16.9,12.7,8.5,-0.8,0.5,7.9
Vysočina,0.5,-0.2,0.3,7.1,13.4,14.5,17.2,16.5,12.3,8.0,-1.0,0.1,7.4
Jihomoravský,1.4,1.4,1.9,8.7,15.1,16.2,19.1,18.4,13.9,9.0,-0.3,1.2,8.8
Olomoucký,1.1,0.8,0.8,7.3,14.0,15.3,17.9,17.1,13.0,8.0,-1.2,0.0,7.8
Zlínský,1.7,1.2,1.0,7.1,14.1,15.1,18.4,17.7,13.4,8.3,-1.3,-0.1,8.0
Moravskoslezský,1.5,0.7,0.6,6.6,13.5,14.8,17.8,17.0,12.9,7.8,-1.2,-0.2,7.6
