Českárepublika,-1.7,-7.8,2.1,8.3,14.5,15.4,16.4,16.4,11.3,8.1,3.7,-0.8,7.2
PrahaaStředočeský,-0.8,-7.1,3.0,8.9,15.4,16.3,17.4,17.1,11.9,8.7,4.3,0.4,8.0
Jihočeský,-1.7,-8.1,1.6,7.5,14.0,14.8,15.9,16.0,11.2,7.7,3.1,-0.8,6.8
Plzeňský,-1.5,-8.0,1.8,7.2,14.0,14.8,16.0,15.9,10.9,7.7,3.2,-0.4,6.8
Karlovarský,-2.4,-8.6,1.2,6.0,13.2,14.2,15.3,15.1,9.9,7.2,2.8,-1.0,6.1
Ústecký,-1.5,-7.5,2.6,7.7,14.7,15.8,16.9,16.4,11.2,8.3,4.1,0.4,7.4
Liberecký,-2.2,-7.8,2.2,7.2,14.0,15.0,15.8,15.5,10.3,7.9,4.0,-0.7,6.7
Královéhradecký,-2.2,-7.3,2.4,8.6,14.6,15.5,16.3,16.2,10.9,8.2,3.9,-1.0,7.2
Pardubický,-2.0,-7.6,2.1,8.8,14.6,15.4,16.4,16.4,11.2,8.2,3.7,-1.1,7.2
Vysočina,-2.5,-8.0,1.4,8.1,14.0,14.9,15.8,16.0,11.1,7.8,3.1,-1.4,6.7
Jihomoravský,-1.3,-6.8,2.3,10.3,15.7,16.6,17.5,17.8,12.6,8.6,3.9,-1.1,8.0
Olomoucký,-2.2,-8.0,1.7,8.9,14.5,15.3,16.3,16.4,11.2,7.9,3.7,-1.7,7.0
Zlínský,-1.8,-7.9,2.2,9.8,14.6,15.4,16.4,16.8,11.4,7.8,4.0,-1.9,7.3
Moravskoslezský,-2.3,-8.9,1.7,8.7,14.1,14.7,16.0,16.1,10.9,7.9,4.2,-1.5,6.8
